point_index;time;latitude;longitude;altitude_m;distance_step_m;distance_cum_m;time_step_s;speed_m_s;speed_km_h;elevation_delta_m;slope_percent_raw;segment_type_raw;slope_percent_smooth_5pts;speed_km_h_smooth_5pts;segment_type_smooth
558;2026-05-10T08:37:08+00:00;44.140166;5.998794;936.0;5.0;2785.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
559;2026-05-10T08:37:12+00:00;44.140196;5.998814;936.0;5.0;2790.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
560;2026-05-10T08:37:16+00:00;44.140226;5.998834;936.0;5.0;2795.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
561;2026-05-10T08:37:20+00:00;44.140256;5.998854;936.0;5.0;2800.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
562;2026-05-10T08:37:24+00:00;44.140286;5.998874;936.0;5.0;2805.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
563;2026-05-10T08:37:28+00:00;44.140316;5.998894;936.0;5.0;2810.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
564;2026-05-10T08:37:32+00:00;44.140346;5.998914;936.0;5.0;2815.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
565;2026-05-10T08:37:36+00:00;44.140376;5.998934;936.0;5.0;2820.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
566;2026-05-10T08:37:40+00:00;44.140406;5.998954;936.0;5.0;2825.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
567;2026-05-10T08:37:44+00:00;44.140436;5.998974;936.0;5.0;2830.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
568;2026-05-10T08:37:48+00:00;44.140466;5.998994;936.0;5.0;2835.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
569;2026-05-10T08:37:52+00:00;44.140496;5.999014;936.0;5.0;2840.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
570;2026-05-10T08:37:56+00:00;44.140526;5.999034;936.0;5.0;2845.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
571;2026-05-10T08:38:00+00:00;44.140556;5.999054;936.0;5.0;2850.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
572;2026-05-10T08:38:04+00:00;44.140586;5.999074;936.0;5.0;2855.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
573;2026-05-10T08:38:08+00:00;44.140616;5.999094;936.0;5.0;2860.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
574;2026-05-10T08:38:12+00:00;44.140646;5.999114;936.0;5.0;2865.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
575;2026-05-10T08:38:16+00:00;44.140676;5.999134;936.0;5.0;2870.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
576;2026-05-10T08:38:20+00:00;44.140706;5.999154;936.0;5.0;2875.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
577;2026-05-10T08:38:24+00:00;44.140736;5.999174;936.0;5.0;2880.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
578;2026-05-10T08:38:28+00:00;44.140766;5.999194;936.0;5.0;2885.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
579;2026-05-10T08:38:32+00:00;44.140796;5.999214;936.0;5.0;2890.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
580;2026-05-10T08:38:36+00:00;44.140826;5.999234;936.0;5.0;2895.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
581;2026-05-10T08:38:40+00:00;44.140856;5.999254;936.0;5.0;2900.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
582;2026-05-10T08:38:44+00:00;44.140886;5.999274;936.0;5.0;2905.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
583;2026-05-10T08:38:48+00:00;44.140916;5.999294;936.0;5.0;2910.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
584;2026-05-10T08:38:52+00:00;44.140946;5.999314;936.0;5.0;2915.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
585;2026-05-10T08:38:56+00:00;44.140976;5.999334;936.0;5.0;2920.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
586;2026-05-10T08:39:00+00:00;44.141006;5.999354;936.0;5.0;2925.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
587;2026-05-10T08:39:04+00:00;44.141036;5.999374;936.0;5.0;2930.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
588;2026-05-10T08:39:08+00:00;44.141066;5.999394;936.0;5.0;2935.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
589;2026-05-10T08:39:12+00:00;44.141096;5.999414;936.0;5.0;2940.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
590;2026-05-10T08:39:16+00:00;44.141126;5.999434;936.0;5.0;2945.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
591;2026-05-10T08:39:20+00:00;44.141156;5.999454;936.0;5.0;2950.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
592;2026-05-10T08:39:24+00:00;44.141186;5.999474;936.0;5.0;2955.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
593;2026-05-10T08:39:28+00:00;44.141216;5.999494;936.0;5.0;2960.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
594;2026-05-10T08:39:32+00:00;44.141246;5.999514;936.0;5.0;2965.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
595;2026-05-10T08:39:36+00:00;44.141276;5.999534;936.0;5.0;2970.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
596;2026-05-10T08:39:40+00:00;44.141306;5.999554;936.0;5.0;2975.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
597;2026-05-10T08:39:44+00:00;44.141336;5.999574;936.0;5.0;2980.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
598;2026-05-10T08:39:48+00:00;44.141366;5.999594;936.0;5.0;2985.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
599;2026-05-10T08:39:52+00:00;44.141396;5.999614;936.0;5.0;2990.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
600;2026-05-10T08:39:56+00:00;44.141426;5.999634;936.0;5.0;2995.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
601;2026-05-10T08:40:00+00:00;44.141456;5.999654;936.0;5.0;3000.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
602;2026-05-10T08:40:04+00:00;44.141486;5.999674;936.0;5.0;3005.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
603;2026-05-10T08:40:08+00:00;44.141516;5.999694;936.0;5.0;3010.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
604;2026-05-10T08:40:12+00:00;44.141546;5.999714;936.0;5.0;3015.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
605;2026-05-10T08:40:16+00:00;44.141576;5.999734;936.0;5.0;3020.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
606;2026-05-10T08:40:20+00:00;44.141606;5.999754;936.0;5.0;3025.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
607;2026-05-10T08:40:24+00:00;44.141636;5.999774;936.0;5.0;3030.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
608;2026-05-10T08:40:28+00:00;44.141666;5.999794;936.0;5.0;3035.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
609;2026-05-10T08:40:32+00:00;44.141696;5.999814;936.0;5.0;3040.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
610;2026-05-10T08:40:36+00:00;44.141726;5.999834;936.0;5.0;3045.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
611;2026-05-10T08:40:40+00:00;44.141756;5.999854;936.0;5.0;3050.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
612;2026-05-10T08:40:44+00:00;44.141786;5.999874;936.0;5.0;3055.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
613;2026-05-10T08:40:48+00:00;44.141816;5.999894;936.0;5.0;3060.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
614;2026-05-10T08:40:52+00:00;44.141846;5.999914;936.0;5.0;3065.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
615;2026-05-10T08:40:56+00:00;44.141876;5.999934;936.0;5.0;3070.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
616;2026-05-10T08:41:00+00:00;44.141906;5.999954;936.0;5.0;3075.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
617;2026-05-10T08:41:04+00:00;44.141936;5.999974;936.0;5.0;3080.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
618;2026-05-10T08:41:08+00:00;44.141966;5.999994;936.0;5.0;3085.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
619;2026-05-10T08:41:12+00:00;44.141996;6.000014;936.0;5.0;3090.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
620;2026-05-10T08:41:16+00:00;44.142026;6.000034;936.0;5.0;3095.0;4;1.25;4.5;0.0;0.0;plat;0.0;4.5;plat
